context	tgt_term_gold	tgt_term_homonym
Die Freiheitsstrafe ist zeitig, wenn das Gesetz nicht lebenslange Freiheitsstrafe androht. Das Höchstmaß der zeitigen Freiheitsstrafe ist fünfzehn Jahre, ihr Mindestmaß ein Monat.	Freiheitsstrafe	Festnahme,Verhaftung,Warten
Die Freiwilligen des Landeszivildienstes erhalten monatlich eine Spesenrückvergütung, die vom Träger vorgestreckt wird.	Spesenrückvergütung	Ersatz der Kosten
Die Fremdunterbringung des Kindes darf nur in Ausnahmefällen (ultima ratio) ausgeordnet werden, uzw nur dann, wenn auch die Unterstützung und Hilfe durch die Sozialdienste zu keiner Besserung der Situation des Kindes führen .	Fremdunterbringung	Vergabe
Die Gemeindebehörden führen für jeden Wahlbezirk ein Verzeichnis der Wahlberechtigten.	Verzeichnis der Wahlberechtigten	Wahlvorschlagliste,Wahlvorschlagsliste
Die Gemeinden sind befugt, Lizenzen für das Platzfuhrwerk-Gewerbe zu erteilen.	Lizenz	Kündigung
Die Gemeinschaft der Stockwerkeigentümer kann unter ihrem Namen klagen und betreiben sowie beklagt und betrieben werden.	Gemeinschaft der Stockwerkeigentümer	Stockwerkeigentum
Die Gemeinschaft der Wohnungseigentümer übt die sich aus dem gemeinschaftlichen Eigentum ergebenden Rechte sowie solche Rechte der Wohnungseigentümer aus, die eine einheitliche Rechtsverfolgung erfordern, und nimmt die entsprechenden Pflichten der Wohnungseigentümer wahr.	Gemeinschaft der Wohnungseigentümer	Wohnungseigentum
Die Gerichtsbarkeit in bürgerlichen Rechtssachen wird, soweit dieselben nicht durch besondere Gesetze vor andere Behörden oder Organe verwiesen sind, durch Bezirksgerichte, Bezirksgerichte für Handelssachen, Landesgerichte, Handelsgerichte, durch Oberlandesgerichte und durch den Obersten Gerichtshof (ordentliche Gerichte) ausgeübt.	Gerichtsbarkeit	Rechtsprechung
Die Gerichtsbarkeit und die Zuständigkeit bestimmen sich nach der Gesetzeslage und Sachlage im Zeitpunkt der gerichtlichen Geltendmachung des Anspruchs, und spätere Änderungen der Gesetzeslage oder der Sachlage haben auf sie keinen Einfluß.	Gerichtsbarkeit	Rechtsprechung
Die Geschäfte mit gemischten Tätigkeiten, welche der Verwaltungsermächtigung der Gemeinde unterliegen, beachten die Geschäftszeiten für die vorwiegende Tätigkeit. Unterschiedliche Geschäftszeiten sind nicht zulässig.	Verwaltungsermächtigung	Ermächtigung,Genehmigung
Die Geschäftsordnung des Regionalrates und jene des Südtiroler Landtages bestimmen Näheres zur Einbringung des Antrages auf Abstimmung nach Sprachgruppen .	Geschäftsordnung	Verordnung
Die Gesellschaft ist verpflichtet, die Gründer von den eingegangenen Verbindlichkeiten zu befreien und ihnen die gemachten Aufwendungen zu ersetzen, wenn sie zur Gründung der Gesellschaft notwendig waren oder von der Versammlung genehmigt worden sind.	Versammlung	Mitgliederversammlung
Die Gesellschaft wird durch die Geschäftsführer gerichtlich und außergerichtlich vertreten.	Geschäftsführer	Verwalter
Die Gesetzgebung ist an die verfassungsmäßige Ordnung, die vollziehende Gewalt und die Rechtsprechung sind an Gesetz und Recht gebunden.	Rechtsprechung	Gerichtsbarkeit
Die Gesuche um Teilnahme an den Wettbewerben müssen nach den in der Ausschreibung festgelegten Vorschriften direkt beim zuständigen Amt eingereicht oder mit der Post dorthin geschickt werden.	Gesuch	Anspruch
Die Gesundheitsbescheinigungen müssen eine individuelle Identifizierungsnummer tragen. Besteht eine Gesundheitsbescheinigung aus mehreren aufeinanderfolgen-den Seiten, so ist jede Seite mit der Identifizierungsnummer sowie mit der Unterschrift der unterzeichnungsberechtigten Person und dem amtlichen Stempel zu versehen.	Identifizierungsnummer	Benutzerkennung
Die Gründungsurkunde und die Satzung haben die Bezeichnung der Körperschaft, Angaben über den Zweck, das Vermögen und den Sitz sowie Bestimmungen über die Verfassung und Verwaltung zu enthalten.	Gründungsurkunde	rechtsgestaltender Verwaltungsakt
Die Gutachterkosten sind auf einen Fachmann für jedes einzelne mit dem Gutachten zusammenhängende Fachgebiet oder jeden speziellen Bereich beschränkt.	Gutachten	Amtsgutachten
Die Hauptflicht des Versicherungsnehmers besteht in der Zahlung der Versicherungsprämie samt Versicherungssteuer .	Versicherungsprämie	Preis
Die Hauptverhandlung schließt mit der auf die Beratung folgenden Verkündung des Urteils.	Beratung	Fällung des Urteils,Urteilsfällung
Die Hochschulen dienen dem weiterbildenden Studium und entwickeln Veranstaltungen der Weiterbildung.	Weiterbildung	Aktualisierung
Die Informatiksicherheit stellt die Vertraulichkeit, Verfügbarkeit, Integrität und Nachvollziehbarkeit bei der elektronischen Bearbeitung von Informationen sicher.	Verfügbarkeit	Kreditlimit
Die Informationspflicht hinsichtlich der Netzdaten  kann in der Weise erfüllt werden, dass diese einem sachverständigen Dritten übergeben werden (Gutachter).	Informationspflicht	Erkundigungspflicht
Die Infrarotstrahlung wird als Wärmestrahlung wahrgenommen und befindet sich im elektromagnetischen Spektrum im Wellenlängenbereich von 750 nm bis zu 1000 nm.	Infrarotstrahlung	ionisierende Strahlung
Die Kapitalgesellschaften (GmbH, AG und KGaA) unterscheiden sich gesellschaftsrechtlich von Personengesellschaften dadurch, daß sie juristische Personen sind.	Kapitalgesellschaft	Gründungsgesellschaft
Die Klage auf gerichtliche Feststellung der unehelichen Vaterschaft oder Mutterschaft ist nur zulässig, wenn besondere Umstände vorliegen, die sie als gerechtfertigt erscheinen lassen.	Klage	Aktie,Handlung,Tat
Die Klage ist auf Unterlassung künftiger Störungen bzw auf Duldung der Ausübung, auf Wiederherstellung durch Beseitigung der vom Störer verursachten Beeinträchtigungen und auf Schadenersatz nach den allgemeinen Regeln gerichtet.	Duldung	Toleranz
Die Klage kann in allen  vorgesehenen Fällen durch den anderen Ehegatten nicht eingebracht werden, wenn er wegen Teilnahme an der strafbaren Handlung verurteilt wurde oder wenn die eheliche Lebensgemeinschaft wieder aufgenommen wurde.	eheliche Lebensgemeinschaft	Zusammenleben
Die Klage kann nach Ablauf eines Jahres ab der Verweigerung der Eheschließung nicht mehr erhoben werden.	Verweigerung	Abfall
Die Klägerin schloss mit der beklagten Versicherungsgesellschaft für ihre Liegenschaft einen Bündelversicherungsvertrag ab, dem  die Allgemeinen Bedingungen für die Leitungswasserversicherung (AWB), die Versicherungsbedingungen für „Außergewöhnliche Naturereignisse“  und die Ergänzenden Bedingungen für den „ZuHaus-Komfortschutz“  zugrunde liegen.	Versicherungsgesellschaft	Versicherungsagent,Versicherungsvertreter
Die Konservierung konzentriert sich auf die Erhaltung der überlieferten Substanz, wobei die authentischen Eigenschaften des Objektes durch den Eingriff möglichst wenig verändert werden sollten.	Konservierung	Denkmalpflege,Denkmalschutz
Die Konzession ist mit der Auflage verbunden, im Konzessionsgebiet alle oder bestimmte Dienste der Grundversorgung  allen Bevölkerungskreisen anzubieten.	Konzession	Konzessionsvertrag
Die Kosten des Rechtsmittelverfahrens sind der obsiegenden Partei ganz oder teilweise aufzuerlegen, wenn sie auf Grund eines neuen Vorbringens obsiegt, das sie in einem früheren Rechtszug geltend zu machen imstande war.	Rechtsmittelverfahren	Anfechtung,Rechtsmittel
Die Kosten des Unterhalts umfassen bei minderjährigen Kindern auch die Kosten der Erziehung und bei volljährigen Kindern, die für einen Beruf ausgebildet oder in ihrem Beruf fortgebildet werden, auch die Kosten der Berufsausbildung oder der Berufsfortbildung.	Berufsfortbildung	Aktualisierung
Die Ladung des Beklagten geschieht durch Zustellung einer schriftlichen Ausfertigung des über die Klage ergehenden Beschlusses unter gleichzeitiger Mitteilung eines Exemplares der schriftlichen Klage oder einer Abschrift des über die Klage aufgenommenen Protokolles .	Klage	Aktie,Handeln,Handlung,Tun
Die Ladung zu einem Termin wird von Amts wegen veranlasst.	Ladung	Vorladung
Die Landesregierung bestimmt die Abfälle und die Arten der Verwertung von Abfällen, um Sekundärrohstoffe, Brennstoffe und Produkte zu erhalten; .	Verwertung	Bergung,Rehabilitation
Die Landesregierung entscheidet darüber innerhalb von 30 Tagen, nötigenfalls mit der Annullierung der Konzession und mit dem unmittelbaren Erlaß der in Artikel 89 erwähnten Verfügungen.	Annullierung	Nichtigerklärung,Vernichtung
Die Leasing-Rate richtet sich nach den Anschaffungskosten des Leasing-Objektes und der Leasing-Dauer.	Leasing-Objekt	Sache
Die Lebensgefährten sind somit einander insbesondere nicht zu Unterhaltsleistungen verpflichtet und es steht ihnen frei, die Gemeinschaft jederzeit aufzulösen.	Lebensgefährte	im gemeinsamen Haushalt lebende Person
Die Legislative ist in Österreich das Parlament, also Nationalrat und Bundesrat. Alle Bundesgesetze werden von den Abgeordneten des Parlaments beschlossen.	Legislative	gesetzgebende Gewalt
Die Leistungsdichte (S) wird für sehr hohe Frequenzen benutzt, bei denen die Eindringtiefe in den Körper niedrig ist.	Leistungsdichte	geheim
Die Leistungsdichte S ergibt sich aus dem Betrag des Kreuzproduktes von elektrischer Feldstärke E und magnetischer Feldstärke H. Sie wird ausgedrückt in Watt pro Quadratmeter (W/m²).	Leistungsdichte	geh.,geheim
Die Leiterin oder der Leiter  entscheidet über die Zuteilung von Personal, Infrastruktur und anderen Ressourcen.	Leiter	Führungskraft,leitender Angestellter
Die Lichter der Ampeln für öffentliche Verkehrsmittel haben die Form eines weißen Balkens oder eines gelben Dreieckes auf schwarzem Hintergrund: Ein waagrechter weißer Balken bedeutet „Anhalten“, ein senkrechter gerader Balken bedeutet „Freie Fahrt geradeaus“ .	Anhalten	Anhaltung,Gefängnisstrafe,Verhaftung
Die Mediation geht davon aus, dass die am Mediationsverfahren beteiligten Parteien unter Mitwirkung einer neutralen, unabhängigen und entsprechend ausgebildeten Fachperson, der Mediatorin bzw. des Mediators, eigenverantwortlich für ihren Konflikt eine gemeinsame Lösung suchen und sich einigen .	Mediator	Mäkler
Die Messinstrumente und Zählerstandorte von Wasserzählern liegen prinzipiell in den Gebäuden, kurz nach dem Eintreten der Anschlussleitung in das Gebäude. Vorzuziehen sind leicht zugängliche Gemeinschaftsräume wie Stiegenhäuser oder Heizräume.	Stiegenhaus	Leiter,Stiege,Treppe
Die Miete kann für bestimmte Zeiträume in unterschiedlicher Höhe schriftlich vereinbart werden; .	Zeitraum	Satz
Die Mietparteien bieten sich gegenseitig Dienstleistungen an, die sie untereinander entsprechend ihren Möglichkeiten frei vereinbaren.	Mietpartei	Leasingnehmer
Die Miteigentümerversammlung kann mit der Mehrheit  sinnvolle Alternativen zur Durchführung des Eingriffs vorschreiben oder Vorsichtsmaßnahmen zum Schutz der Statik, der Sicherheit oder des architektonischen Charakters des Gebäudes zur Auflage machen .	Durchführung	Vollstreckung
Die Mitglieder der Gemeindeleitstelle für den Zivilschutz werden vom Gemeinderat ernannt; sie haben die Aufgabe, den Bürgermeister in der Vorhersage, in der Vorbeugung und in der Durchführung der im Katastrophenfall zu ergreifenden Maßnahmen zu unterstützen.	Bürgermeister	Rechnungsprüfer,Überwachungsratsmitglied
Die Mitglieder werden unter Personen ausgewählt, die im Rahmen eines Auswahlverfahrens ihre Kandidatur einreichen; die Bekanntmachung dieses Verfahrens muss auf den Websites der Abgeordnetenkammer, des Senats und der Datenschutzbehörde mindestens 60 Tage vor der Ernennung veröffentlicht werden.	Ernennung	Ernennungsakt,Ernennungsurkunde
Die Mitgliederversammlung ist in den durch die Satzung bestimmten Fällen sowie dann zu berufen, wenn das Interesse des Vereins es erfordert.	Mitgliederversammlung	Gesellschafterversammlung,Hauptversammlung
Die Mitgliederversammlung von Vereinen ist von den Verwaltern einmal im Jahr zur Genehmigung des Jahresabschlusses einzuberufen.	Mitgliederversammlung	Gesellschafterversammlung,Versammlung
Die Nichtigerklärung des Vertrages kann nur von der Partei, in deren Interesse sie vom Gesetz festgesetzt ist, beantragt werden.	Nichtigerklärung	Annullierung,Aufhebung,Vernichtung
Die Nichtigkeit oder die Nichtigerklärung des Arbeitsvertrages hat keine Wirkung für die Zeit, während der das Arbeitsverhältnis zur Ausführung gelangt ist, es sei denn, daß die Nichtigkeit auf der Unerlaubtheit des Gegenstandes oder des Rechtsgrundes beruht.	Unerlaubtheit	Rechtswidrigkeit,Strafrechtswidrigkeit
Die Nichtigkeit von Urteilen, gegen welche Berufung oder Kassationsbeschwerde erhoben werden kann, kann nur im Rahmen dieser Rechtsmittel und nach den für diese geltenden Regeln geltend gemacht werden.	Rechtsmittel	Anfechtung,Rechtsmittelverfahren
Die Notarkammer ist befugt, Notaren und Notarassessoren bei ordnungswidrigem Verhalten leichterer Art eine Ermahnung auszusprechen.	Ermahnung	Impfauffrischung
Die Parteien können innerhalb der durch das Gesetz gezogenen Grenzen den Inhalt des Vertrages frei bestimmen.	Partei	Teilnehmer,Versicherungsnehmer,Vertragnehmer
Die Pflicht,  ein Abfallregister zu führen, haben  Händler und Vermittler von Abfällen, mit oder ohne Besitz der Abfälle.	Vermittler von Abfällen	Mittelsmann
Die Planung im Bereich der öffentlichen Bauleistungen und der Lieferungen gliedert sich in Ebenen mit zunehmend detaillierten technischen Angaben, um die Qualität des Bauvorhabens oder der Lieferung und die Übereinstimmung mit dem jeweiligen Zweck zu gewährleisten.	öffentliche Bauleistungen	öffentliche Arbeiten
Die Preissumme beträgt je 25'000 Franken. Pro Jahr werden 10 Preise zugesprochen.	Preis	Prämie,Versicherungsprämie
Die Präsidenten der legislativen Organe sind  Verwaltungsbehörden, soweit sie nicht Regierungs-, sondern Verwaltungsfunktionen wahrnehmen, z.B. Beamte ernennen, beurkunden u.ä. .	Verwaltungsfunktion	Verwaltung,Verwaltungstätigkeit
Die Publizität bei der Einräumung bzw Übertragung von Sachenrechten wird grundsätzlich durch das Erfordernis eines Modus, der sich nach den für die betreffende Sache geltenden Bestimmung richtet (zB Übergabe bei beweglichen Sachen), gewährleistet.	Publizität	Werbung
Die Rechte des Käufers wegen Mangels sind ausgeschlossen , wenn er bei Vertragsschluss den Mangel kennt.	Mangel	Fehler
Die Rechtmäßigkeit der Ermächtigung ist nach der Beschlussfassung auf einer satzungs- und gesetzesmäßig einberufenen Hauptversammlung ohne Bedeutung.	gesetzesmäßig	rechtsgültig
Die Rechtshandlungen im engeren Sinne haben mit dem Rechtsgeschäft gemeinsam, daß sie Erklärungen sind, dh Aüßerungen, mit denen einem anderen etwas kundgetan werden soll.	Rechtshandlung	Urkunde
Die Rechtspflege wird nicht nur durch falsche persönliche Beweismittel, sondern auch durch falsche oder verfälschte sachliche Beweismittel gefährdet.	Rechtspflege	Gerechtigkeit
Die Rechtsprechung ist ordentlichen Richtern anvertraut, deren Einsetzung und Rechtstellung durch die Rechtsvorschirften zur Justizverfassung geregelt werden.	Rechtsprechung	Gerichtsbarkeit
Die Rechtswidrigkeit ist unabdingbare Voraussetzung für Sanktionen gegenüber dem Täter; nur ein tatbestandsmässiges und rechtswidriges Verhalten begründet den Schuldvorwurf.	Rechtswidrigkeit	Widerrechtlichkeit
Die Rechtswirksamkeit dieses Gesetzes  ist bis zur Veröffentlichung des positiven Abschlusses der Kompatibilitätsprüfung seitens der Europäischen Kommission  ausgesetzt.	Rechtswirksamkeit	Effektivität,Wirksamkeit
Die Resozialisierung dient auch dem Schutz der Gemeinschaft selbst: Diese hat ein unmittelbares Interesse daran, dass der Täter nicht wieder rückfällig wird und seine Mitbürger erneut schädigt .	rückfällig	Rückfalltäter
Die Sachen in dem Staatsgebiete sind entweder ein Staats- oder ein Privatgut.	Sache	Gut,Leasingobjekt
Die Satzungen der Kassenärztlichen Vereinigungen müssen Bestimmungen enthalten für die Fortbildung der Ärzte auf dem Gebiet der vertragsärztlichen Tätigkeit, das Nähere über die Art und Weise der Fortbildung sowie die Teilnahmepflicht.	Fortbildung	Aktualisierung
Die Satzungsgewalt der Universitäten und wissenschaftlichen Hochschulen ist teilweise in den Landesverfassungen ausdrücklich anerkannt.	Satzungsgewalt	Satzungsautonomie
Die Sicherheitsvorrichtung darf nicht die vorgesehenen Leistungseigenschaften oder die ordnungsgemäße Entsorgung des Produktes negativ beeinflussen; die vorgesehene klinische Anwendung des Produktes verhindern oder nachteilig beeinflussen; versehentlich unter den vorgesehenen Anwendungsbedingungen aktiviert werden können.	Sicherheitsvorrichtung	nicht trennende Schutzeinrichtung
Die Staatsanwaltschaft gibt, wenn sie erscheint, die Gründe für die Anhaltung oder Festnahme an und erläutert die Anträge, die die Freiheit der Person betreffen.	Anhaltung	Anhalten,Gefängnisstrafe
